country_slug,country,policy,price_gb_usd,plan,retail_usd,usage_pct,wholesale_usd,margin_usd
angola,Angola,catalog_cascade,124.0013,3gb_7d,19.99,0.75,280.6,-260.61
angola,Angola,catalog_cascade,124.0013,3gb_7d,19.99,1.0,373.6,-353.61
angola,Angola,catalog_cascade,124.0013,10gb_15d,29.99,0.25,311.6,-281.61
angola,Angola,catalog_cascade,124.0013,10gb_15d,29.99,0.5,621.61,-591.62
angola,Angola,catalog_cascade,124.0013,10gb_15d,29.99,0.75,931.61,-901.62
angola,Angola,catalog_cascade,124.0013,10gb_15d,29.99,1.0,1241.61,-1211.62
anguilla,Anguilla,telna_fixed,6.5802,1gb_5d,14.99,0.25,3.25,11.74
anguilla,Anguilla,telna_fixed,6.5802,1gb_5d,14.99,0.5,4.89,10.1
anguilla,Anguilla,telna_fixed,6.5802,1gb_5d,14.99,0.75,6.54,8.45
anguilla,Anguilla,telna_fixed,6.5802,1gb_5d,14.99,1.0,8.18,6.81
anguilla,Anguilla,telna_fixed,6.5802,3gb_7d,19.99,0.25,6.54,13.45
anguilla,Anguilla,telna_fixed,6.5802,3gb_7d,19.99,0.5,11.47,8.52
anguilla,Anguilla,telna_fixed,6.5802,3gb_7d,19.99,0.75,16.41,3.58
anguilla,Anguilla,telna_fixed,6.5802,3gb_7d,19.99,1.0,21.34,-1.35
anguilla,Anguilla,telna_fixed,6.5802,10gb_15d,29.99,0.25,18.05,11.94
anguilla,Anguilla,telna_fixed,6.5802,10gb_15d,29.99,0.5,34.5,-4.51
anguilla,Anguilla,telna_fixed,6.5802,10gb_15d,29.99,0.75,50.95,-20.96
anguilla,Anguilla,telna_fixed,6.5802,10gb_15d,29.99,1.0,67.4,-37.41
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,1gb_5d,14.99,0.25,3.27,11.72
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,1gb_5d,14.99,0.5,4.95,10.04
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,1gb_5d,14.99,0.75,6.62,8.37
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,1gb_5d,14.99,1.0,8.29,6.7
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,3gb_7d,19.99,0.25,6.62,13.37
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,3gb_7d,19.99,0.5,11.64,8.35
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,3gb_7d,19.99,0.75,16.65,3.34
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,3gb_7d,19.99,1.0,21.67,-1.68
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,10gb_15d,29.99,0.25,18.33,11.66
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,10gb_15d,29.99,0.5,35.05,-5.06
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,10gb_15d,29.99,0.75,51.78,-21.79
antigua-and-barbuda,Antigua and Barbuda,telna_fixed,6.6908,10gb_15d,29.99,1.0,68.51,-38.52
argentina,Argentina,telna_fixed,2.8477,1gb_5d,14.99,0.25,2.31,12.68
argentina,Argentina,telna_fixed,2.8477,1gb_5d,14.99,0.5,3.02,11.97
argentina,Argentina,telna_fixed,2.8477,1gb_5d,14.99,0.75,3.74,11.25
argentina,Argentina,telna_fixed,2.8477,1gb_5d,14.99,1.0,4.45,10.54
argentina,Argentina,telna_fixed,2.8477,3gb_7d,19.99,0.25,3.74,16.25
argentina,Argentina,telna_fixed,2.8477,3gb_7d,19.99,0.5,5.87,14.12
argentina,Argentina,telna_fixed,2.8477,3gb_7d,19.99,0.75,8.01,11.98
argentina,Argentina,telna_fixed,2.8477,3gb_7d,19.99,1.0,10.14,9.85
argentina,Argentina,telna_fixed,2.8477,10gb_15d,29.99,0.25,8.72,21.27
argentina,Argentina,telna_fixed,2.8477,10gb_15d,29.99,0.5,15.84,14.15
argentina,Argentina,telna_fixed,2.8477,10gb_15d,29.99,0.75,22.96,7.03
argentina,Argentina,telna_fixed,2.8477,10gb_15d,29.99,1.0,30.08,-0.09
armenia,Armenia,weconnect_breakage,1.258,1gb_5d,14.99,0.25,1.91,13.08
armenia,Armenia,weconnect_breakage,1.258,1gb_5d,14.99,0.5,2.23,12.76
armenia,Armenia,weconnect_breakage,1.258,1gb_5d,14.99,0.75,2.54,12.45
armenia,Armenia,weconnect_breakage,1.258,1gb_5d,14.99,1.0,2.86,12.13
armenia,Armenia,weconnect_breakage,1.258,3gb_7d,19.99,0.25,2.54,17.45
armenia,Armenia,weconnect_breakage,1.258,3gb_7d,19.99,0.5,3.49,16.5
armenia,Armenia,weconnect_breakage,1.258,3gb_7d,19.99,0.75,4.43,15.56
armenia,Armenia,weconnect_breakage,1.258,3gb_7d,19.99,1.0,5.37,14.62
armenia,Armenia,weconnect_breakage,1.258,10gb_15d,29.99,0.25,4.74,25.25
armenia,Armenia,weconnect_breakage,1.258,10gb_15d,29.99,0.5,7.89,22.1
armenia,Armenia,weconnect_breakage,1.258,10gb_15d,29.99,0.75,11.03,18.96
armenia,Armenia,weconnect_breakage,1.258,10gb_15d,29.99,1.0,14.18,15.81
australia,Australia,weconnect_breakage,1.2442,1gb_5d,14.99,0.25,1.91,13.08
australia,Australia,weconnect_breakage,1.2442,1gb_5d,14.99,0.5,2.22,12.77
australia,Australia,weconnect_breakage,1.2442,1gb_5d,14.99,0.75,2.53,12.46
australia,Australia,weconnect_breakage,1.2442,1gb_5d,14.99,1.0,2.84,12.15
australia,Australia,weconnect_breakage,1.2442,3gb_7d,19.99,0.25,2.53,17.46
australia,Australia,weconnect_breakage,1.2442,3gb_7d,19.99,0.5,3.47,16.52
australia,Australia,weconnect_breakage,1.2442,3gb_7d,19.99,0.75,4.4,15.59
australia,Australia,weconnect_breakage,1.2442,3gb_7d,19.99,1.0,5.33,14.66
australia,Australia,weconnect_breakage,1.2442,10gb_15d,29.99,0.25,4.71,25.28
australia,Australia,weconnect_breakage,1.2442,10gb_15d,29.99,0.5,7.82,22.17
australia,Australia,weconnect_breakage,1.2442,10gb_15d,29.99,0.75,10.93,19.06
australia,Australia,weconnect_breakage,1.2442,10gb_15d,29.99,1.0,14.04,15.95
austria,Austria,weconnect_breakage,0.6912,1gb_5d,14.99,0.25,1.77,13.22
austria,Austria,weconnect_breakage,0.6912,1gb_5d,14.99,0.5,1.95,13.04
austria,Austria,weconnect_breakage,0.6912,1gb_5d,14.99,0.75,2.12,12.87
austria,Austria,weconnect_breakage,0.6912,1gb_5d,14.99,1.0,2.29,12.7
austria,Austria,weconnect_breakage,0.6912,3gb_7d,19.99,0.25,2.12,17.87
austria,Austria,weconnect_breakage,0.6912,3gb_7d,19.99,0.5,2.64,17.35
austria,Austria,weconnect_breakage,0.6912,3gb_7d,19.99,0.75,3.16,16.83
austria,Austria,weconnect_breakage,0.6912,3gb_7d,19.99,1.0,3.67,16.32
austria,Austria,weconnect_breakage,0.6912,10gb_15d,29.99,0.25,3.33,26.66
austria,Austria,weconnect_breakage,0.6912,10gb_15d,29.99,0.5,5.06,24.93
austria,Austria,weconnect_breakage,0.6912,10gb_15d,29.99,0.75,6.78,23.21
austria,Austria,weconnect_breakage,0.6912,10gb_15d,29.99,1.0,8.51,21.48
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,1gb_5d,14.99,0.25,2.16,12.83
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,1gb_5d,14.99,0.5,2.72,12.27
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,1gb_5d,14.99,0.75,3.28,11.71
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,1gb_5d,14.99,1.0,3.84,11.15
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,3gb_7d,19.99,0.25,3.28,16.71
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,3gb_7d,19.99,0.5,4.96,15.03
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,3gb_7d,19.99,0.75,6.64,13.35
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,3gb_7d,19.99,1.0,8.32,11.67
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,10gb_15d,29.99,0.25,7.2,22.79
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,10gb_15d,29.99,0.5,12.8,17.19
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,10gb_15d,29.99,0.75,18.4,11.59
azerbaijan,Azerbaijan,weconnect_breakage,2.2395,10gb_15d,29.99,1.0,23.99,6.0
bahamas,Bahamas,telna_fixed,8.7368,1gb_5d,14.99,0.25,3.78,11.21
bahamas,Bahamas,telna_fixed,8.7368,1gb_5d,14.99,0.5,5.97,9.02
bahamas,Bahamas,telna_fixed,8.7368,1gb_5d,14.99,0.75,8.15,6.84
bahamas,Bahamas,telna_fixed,8.7368,1gb_5d,14.99,1.0,10.34,4.65
bahamas,Bahamas,telna_fixed,8.7368,3gb_7d,19.99,0.25,8.15,11.84
bahamas,Bahamas,telna_fixed,8.7368,3gb_7d,19.99,0.5,14.71,5.28
bahamas,Bahamas,telna_fixed,8.7368,3gb_7d,19.99,0.75,21.26,-1.27
bahamas,Bahamas,telna_fixed,8.7368,3gb_7d,19.99,1.0,27.81,-7.82
bahamas,Bahamas,telna_fixed,8.7368,10gb_15d,29.99,0.25,23.44,6.55
bahamas,Bahamas,telna_fixed,8.7368,10gb_15d,29.99,0.5,45.28,-15.29
bahamas,Bahamas,telna_fixed,8.7368,10gb_15d,29.99,0.75,67.13,-37.14
bahamas,Bahamas,telna_fixed,8.7368,10gb_15d,29.99,1.0,88.97,-58.98
bahrain,Bahrain,weconnect_breakage,1.4377,1gb_5d,14.99,0.25,1.96,13.03
bahrain,Bahrain,weconnect_breakage,1.4377,1gb_5d,14.99,0.5,2.32,12.67
bahrain,Bahrain,weconnect_breakage,1.4377,1gb_5d,14.99,0.75,2.68,12.31
bahrain,Bahrain,weconnect_breakage,1.4377,1gb_5d,14.99,1.0,3.04,11.95
bahrain,Bahrain,weconnect_breakage,1.4377,3gb_7d,19.99,0.25,2.68,17.31
bahrain,Bahrain,weconnect_breakage,1.4377,3gb_7d,19.99,0.5,3.76,16.23
bahrain,Bahrain,weconnect_breakage,1.4377,3gb_7d,19.99,0.75,4.83,15.16
bahrain,Bahrain,weconnect_breakage,1.4377,3gb_7d,19.99,1.0,5.91,14.08
bahrain,Bahrain,weconnect_breakage,1.4377,10gb_15d,29.99,0.25,5.19,24.8
bahrain,Bahrain,weconnect_breakage,1.4377,10gb_15d,29.99,0.5,8.79,21.2
bahrain,Bahrain,weconnect_breakage,1.4377,10gb_15d,29.99,0.75,12.38,17.61
bahrain,Bahrain,weconnect_breakage,1.4377,10gb_15d,29.99,1.0,15.98,14.01
bangladesh,Bangladesh,weconnect_breakage,1.0368,1gb_5d,14.99,0.25,1.86,13.13
bangladesh,Bangladesh,weconnect_breakage,1.0368,1gb_5d,14.99,0.5,2.12,12.87
bangladesh,Bangladesh,weconnect_breakage,1.0368,1gb_5d,14.99,0.75,2.38,12.61
bangladesh,Bangladesh,weconnect_breakage,1.0368,1gb_5d,14.99,1.0,2.64,12.35
bangladesh,Bangladesh,weconnect_breakage,1.0368,3gb_7d,19.99,0.25,2.38,17.61
bangladesh,Bangladesh,weconnect_breakage,1.0368,3gb_7d,19.99,0.5,3.16,16.83
bangladesh,Bangladesh,weconnect_breakage,1.0368,3gb_7d,19.99,0.75,3.93,16.06
bangladesh,Bangladesh,weconnect_breakage,1.0368,3gb_7d,19.99,1.0,4.71,15.28
bangladesh,Bangladesh,weconnect_breakage,1.0368,10gb_15d,29.99,0.25,4.19,25.8
bangladesh,Bangladesh,weconnect_breakage,1.0368,10gb_15d,29.99,0.5,6.78,23.21
bangladesh,Bangladesh,weconnect_breakage,1.0368,10gb_15d,29.99,0.75,9.38,20.61
bangladesh,Bangladesh,weconnect_breakage,1.0368,10gb_15d,29.99,1.0,11.97,18.02
barbados,Barbados,telna_fixed,6.2899,1gb_5d,14.99,0.25,3.17,11.82
barbados,Barbados,telna_fixed,6.2899,1gb_5d,14.99,0.5,4.74,10.25
barbados,Barbados,telna_fixed,6.2899,1gb_5d,14.99,0.75,6.32,8.67
barbados,Barbados,telna_fixed,6.2899,1gb_5d,14.99,1.0,7.89,7.1
barbados,Barbados,telna_fixed,6.2899,3gb_7d,19.99,0.25,6.32,13.67
barbados,Barbados,telna_fixed,6.2899,3gb_7d,19.99,0.5,11.03,8.96
barbados,Barbados,telna_fixed,6.2899,3gb_7d,19.99,0.75,15.75,4.24
barbados,Barbados,telna_fixed,6.2899,3gb_7d,19.99,1.0,20.47,-0.48
barbados,Barbados,telna_fixed,6.2899,10gb_15d,29.99,0.25,17.32,12.67
barbados,Barbados,telna_fixed,6.2899,10gb_15d,29.99,0.5,33.05,-3.06
barbados,Barbados,telna_fixed,6.2899,10gb_15d,29.99,0.75,48.77,-18.78
barbados,Barbados,telna_fixed,6.2899,10gb_15d,29.99,1.0,64.5,-34.51
belarus,Belarus,weconnect_breakage,1.7556,1gb_5d,14.99,0.25,2.04,12.95
belarus,Belarus,weconnect_breakage,1.7556,1gb_5d,14.99,0.5,2.48,12.51
belarus,Belarus,weconnect_breakage,1.7556,1gb_5d,14.99,0.75,2.92,12.07
belarus,Belarus,weconnect_breakage,1.7556,1gb_5d,14.99,1.0,3.36,11.63
belarus,Belarus,weconnect_breakage,1.7556,3gb_7d,19.99,0.25,2.92,17.07
belarus,Belarus,weconnect_breakage,1.7556,3gb_7d,19.99,0.5,4.23,15.76
belarus,Belarus,weconnect_breakage,1.7556,3gb_7d,19.99,0.75,5.55,14.44
belarus,Belarus,weconnect_breakage,1.7556,3gb_7d,19.99,1.0,6.87,13.12
belarus,Belarus,weconnect_breakage,1.7556,10gb_15d,29.99,0.25,5.99,24.0
belarus,Belarus,weconnect_breakage,1.7556,10gb_15d,29.99,0.5,10.38,19.61
belarus,Belarus,weconnect_breakage,1.7556,10gb_15d,29.99,0.75,14.77,15.22
belarus,Belarus,weconnect_breakage,1.7556,10gb_15d,29.99,1.0,19.16,10.83
belgium,Belgium,weconnect_breakage,0.705,1gb_5d,14.99,0.25,1.78,13.21
belgium,Belgium,weconnect_breakage,0.705,1gb_5d,14.99,0.5,1.95,13.04
belgium,Belgium,weconnect_breakage,0.705,1gb_5d,14.99,0.75,2.13,12.86
belgium,Belgium,weconnect_breakage,0.705,1gb_5d,14.99,1.0,2.31,12.68
belgium,Belgium,weconnect_breakage,0.705,3gb_7d,19.99,0.25,2.13,17.86
belgium,Belgium,weconnect_breakage,0.705,3gb_7d,19.99,0.5,2.66,17.33
belgium,Belgium,weconnect_breakage,0.705,3gb_7d,19.99,0.75,3.19,16.8
belgium,Belgium,weconnect_breakage,0.705,3gb_7d,19.99,1.0,3.72,16.27
belgium,Belgium,weconnect_breakage,0.705,10gb_15d,29.99,0.25,3.36,26.63
belgium,Belgium,weconnect_breakage,0.705,10gb_15d,29.99,0.5,5.13,24.86
belgium,Belgium,weconnect_breakage,0.705,10gb_15d,29.99,0.75,6.89,23.1
belgium,Belgium,weconnect_breakage,0.705,10gb_15d,29.99,1.0,8.65,21.34
belize,Belize,catalog_cascade,11.6398,1gb_5d,14.99,0.25,4.51,10.48
belize,Belize,catalog_cascade,11.6398,1gb_5d,14.99,0.5,7.42,7.57
belize,Belize,catalog_cascade,11.6398,1gb_5d,14.99,0.75,10.33,4.66
belize,Belize,catalog_cascade,11.6398,1gb_5d,14.99,1.0,13.24,1.75
belize,Belize,catalog_cascade,11.6398,3gb_7d,19.99,0.25,10.33,9.66
belize,Belize,catalog_cascade,11.6398,3gb_7d,19.99,0.5,19.06,0.93
belize,Belize,catalog_cascade,11.6398,3gb_7d,19.99,0.75,27.79,-7.8
belize,Belize,catalog_cascade,11.6398,3gb_7d,19.99,1.0,36.52,-16.53
belize,Belize,catalog_cascade,11.6398,10gb_15d,29.99,0.25,30.7,-0.71
belize,Belize,catalog_cascade,11.6398,10gb_15d,29.99,0.5,59.8,-29.81
belize,Belize,catalog_cascade,11.6398,10gb_15d,29.99,0.75,88.9,-58.91
belize,Belize,catalog_cascade,11.6398,10gb_15d,29.99,1.0,118.0,-88.01
benin,Benin,catalog_cascade,5.0734,1gb_5d,14.99,0.25,2.87,12.12
benin,Benin,catalog_cascade,5.0734,1gb_5d,14.99,0.5,4.14,10.85
benin,Benin,catalog_cascade,5.0734,1gb_5d,14.99,0.75,5.41,9.58
benin,Benin,catalog_cascade,5.0734,1gb_5d,14.99,1.0,6.67,8.32
benin,Benin,catalog_cascade,5.0734,3gb_7d,19.99,0.25,5.41,14.58
benin,Benin,catalog_cascade,5.0734,3gb_7d,19.99,0.5,9.21,10.78
benin,Benin,catalog_cascade,5.0734,3gb_7d,19.99,0.75,13.02,6.97
benin,Benin,catalog_cascade,5.0734,3gb_7d,19.99,1.0,16.82,3.17
benin,Benin,catalog_cascade,5.0734,10gb_15d,29.99,0.25,14.28,15.71
benin,Benin,catalog_cascade,5.0734,10gb_15d,29.99,0.5,26.97,3.02
benin,Benin,catalog_cascade,5.0734,10gb_15d,29.99,0.75,39.65,-9.66
benin,Benin,catalog_cascade,5.0734,10gb_15d,29.99,1.0,52.33,-22.34
bermuda,Bermuda,telna_fixed,20.1277,1gb_5d,14.99,0.25,6.63,8.36
bermuda,Bermuda,telna_fixed,20.1277,1gb_5d,14.99,0.5,11.66,3.33
bermuda,Bermuda,telna_fixed,20.1277,1gb_5d,14.99,0.75,16.7,-1.71
bermuda,Bermuda,telna_fixed,20.1277,1gb_5d,14.99,1.0,21.73,-6.74
bermuda,Bermuda,telna_fixed,20.1277,3gb_7d,19.99,0.25,16.7,3.29
bermuda,Bermuda,telna_fixed,20.1277,3gb_7d,19.99,0.5,31.79,-11.8
bermuda,Bermuda,telna_fixed,20.1277,3gb_7d,19.99,0.75,46.89,-26.9
bermuda,Bermuda,telna_fixed,20.1277,3gb_7d,19.99,1.0,61.98,-41.99
bermuda,Bermuda,telna_fixed,20.1277,10gb_15d,29.99,0.25,51.92,-21.93
bermuda,Bermuda,telna_fixed,20.1277,10gb_15d,29.99,0.5,102.24,-72.25
bermuda,Bermuda,telna_fixed,20.1277,10gb_15d,29.99,0.75,152.56,-122.57
bermuda,Bermuda,telna_fixed,20.1277,10gb_15d,29.99,1.0,202.88,-172.89
bhutan,Bhutan,catalog_cascade,187.799,1gb_5d,14.99,0.25,48.55,-33.56
bhutan,Bhutan,catalog_cascade,187.799,1gb_5d,14.99,0.5,95.5,-80.51
bhutan,Bhutan,catalog_cascade,187.799,1gb_5d,14.99,0.75,142.45,-127.46
bhutan,Bhutan,catalog_cascade,187.799,1gb_5d,14.99,1.0,189.4,-174.41
bhutan,Bhutan,catalog_cascade,187.799,3gb_7d,19.99,0.25,142.45,-122.46
bhutan,Bhutan,catalog_cascade,187.799,3gb_7d,19.99,0.5,283.3,-263.31
bhutan,Bhutan,catalog_cascade,187.799,3gb_7d,19.99,0.75,424.15,-404.16
bhutan,Bhutan,catalog_cascade,187.799,3gb_7d,19.99,1.0,565.0,-545.01
bhutan,Bhutan,catalog_cascade,187.799,10gb_15d,29.99,0.25,471.1,-441.11
bhutan,Bhutan,catalog_cascade,187.799,10gb_15d,29.99,0.5,940.6,-910.61
bhutan,Bhutan,catalog_cascade,187.799,10gb_15d,29.99,0.75,1410.09,-1380.1
bhutan,Bhutan,catalog_cascade,187.799,10gb_15d,29.99,1.0,1879.59,-1849.6
bolivia,Bolivia,telna_fixed,6.9811,1gb_5d,14.99,0.25,3.35,11.64
bolivia,Bolivia,telna_fixed,6.9811,1gb_5d,14.99,0.5,5.09,9.9
bolivia,Bolivia,telna_fixed,6.9811,1gb_5d,14.99,0.75,6.84,8.15
bolivia,Bolivia,telna_fixed,6.9811,1gb_5d,14.99,1.0,8.58,6.41
bolivia,Bolivia,telna_fixed,6.9811,3gb_7d,19.99,0.25,6.84,13.15
bolivia,Bolivia,telna_fixed,6.9811,3gb_7d,19.99,0.5,12.07,7.92
bolivia,Bolivia,telna_fixed,6.9811,3gb_7d,19.99,0.75,17.31,2.68
bolivia,Bolivia,telna_fixed,6.9811,3gb_7d,19.99,1.0,22.54,-2.55
bolivia,Bolivia,telna_fixed,6.9811,10gb_15d,29.99,0.25,19.05,10.94
bolivia,Bolivia,telna_fixed,6.9811,10gb_15d,29.99,0.5,36.51,-6.52
bolivia,Bolivia,telna_fixed,6.9811,10gb_15d,29.99,0.75,53.96,-23.97
bolivia,Bolivia,telna_fixed,6.9811,10gb_15d,29.99,1.0,71.41,-41.42
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,1gb_5d,14.99,0.25,2.05,12.94
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,1gb_5d,14.99,0.5,2.5,12.49
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,1gb_5d,14.99,0.75,2.95,12.04
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,1gb_5d,14.99,1.0,3.4,11.59
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,3gb_7d,19.99,0.25,2.95,17.04
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,3gb_7d,19.99,0.5,4.3,15.69
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,3gb_7d,19.99,0.75,5.64,14.35
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,3gb_7d,19.99,1.0,6.99,13.0
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,10gb_15d,29.99,0.25,6.09,23.9
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,10gb_15d,29.99,0.5,10.59,19.4
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,10gb_15d,29.99,0.75,15.08,14.91
bosnia-and-herzegovina,Bosnia and Herzegovina,weconnect_breakage,1.7971,10gb_15d,29.99,1.0,19.57,10.42
brazil,Brazil,telna_fixed,2.2948,1gb_5d,14.99,0.25,2.17,12.82
brazil,Brazil,telna_fixed,2.2948,1gb_5d,14.99,0.5,2.75,12.24
brazil,Brazil,telna_fixed,2.2948,1gb_5d,14.99,0.75,3.32,11.67
brazil,Brazil,telna_fixed,2.2948,1gb_5d,14.99,1.0,3.89,11.1
brazil,Brazil,telna_fixed,2.2948,3gb_7d,19.99,0.25,3.32,16.67
brazil,Brazil,telna_fixed,2.2948,3gb_7d,19.99,0.5,5.04,14.95
brazil,Brazil,telna_fixed,2.2948,3gb_7d,19.99,0.75,6.76,13.23
